site,YK_Pohjoinen,YK_ita,date,acdom,wl,toc,doc,cod_mn,tp,tn_d11,tn_d12,temp,no2_no3,ph,fe
Hietapuro,7012761,3687222,04/05/1992,29.5,254,600,564,9.8,7,349,NA,NA,NA,5.53,130
Kelopuro,7011934,3686152,03/05/1994,24.4,254,600,564,8.7,10,170,NA,3.4,NA,4.83,65.2
Kelopuro,7011934,3686152,24/04/1995,33.7,254,600,564,11,6,240,NA,0.6,NA,4.66,139
Pesosjarvi,7359179,3612303,28/04/1998,27.9,254,600,564,7.6,4,290,NA,0.7,81,6.7,310
Kelopuro,7011934,3686152,15/04/1999,29.4,254,600,564,11,6,220,NA,3.2,48,5.59,169
Kelopuro,7011934,3686152,31/05/1999,22,254,600,564,11,7,200,NA,10.7,2.5,6.01,135
Kelopuro,7011934,3686152,03/05/1999,19.5,254,600,564,11,9,200,NA,4.2,2.5,5.88,159
Pesosjarvi,7359179,3612303,08/06/1999,32.5,254,600,564,9.4,7,250,NA,9.8,2.5,6.8,270
Pesosjarvi,7358318,3612715,17/05/1999,27.9,254,600,564,8.7,4,230,NA,2.7,39,6.5,170
Pieni.Hietajarvi,7012111,3686181,25/08/1999,35.4,254,600,564,9.7,11,240,NA,14,2.5,6.6,681
Pieni.Hietajarvi,7012111,3686181,07/08/2001,37.6,254,600,564,10,9,210,NA,15.7,2.5,6.45,580
Kelopuro,7011934,3686152,24/10/2002,36.7,254,600,564,12,5,250,NA,2.1,17,6,200
Pesosjarvi,7359179,3612303,18/06/2002,25.1,254,600,564,2.7,11,240,NA,19.6,2.5,7.4,100
Hietapuro,7012761,3687222,10/06/2003,28.9,254,600,564,9.2,6,200,NA,13,2.5,6.25,210
Hietapuro,7012761,3687222,16/08/2004,29.9,254,600,564,9.8,6,210,NA,15.8,2.5,6.1,175
Hietapuro,7012761,3687222,01/05/2005,28.8,254,600,564,9.7,6,260,NA,2.6,65,5.89,150
Hietapuro,7012761,3687222,27/04/2005,28.1,254,600,564,9.4,6,300,NA,2.4,89,5.87,150
Hietapuro,7012761,3687222,26/10/2005,23.9,254,600,564,8.2,5,200,NA,2.2,2.5,6.4,205
Hietapuro,7012761,3687222,21/01/2009,27.4,254,600,564,9,5,240,NA,0.1,28,6.4,130
Hietapuro,7012761,3687222,12/09/2012,25.9,254,600,564,8,5,NA,200,13.2,2.5,6.19,200
Pesosjarvi,7358526,3613306,24/05/1994,28,254,592,556,7.7,6,220,NA,3.4,15,7,300
Pieni.Hietajarvi,7012111,3686181,17/08/1994,30.2,254,592,556,8.3,15,240,NA,16.4,NA,6.48,610
Pesosjarvi,7359179,3612303,08/09/1997,26.9,254,592,556,8.1,5,230,NA,12.8,2,7.1,140
Pesosjarvi,7358526,3613306,05/05/1998,26.7,254,592,556,8.1,5,260,NA,1.8,56,7,180
Pesosjarvi,7359179,3612303,09/02/1998,26,254,592,556,7.8,2,200,NA,0.2,26,6.7,92
Pesosjarvi,7359179,3612303,01/06/1999,30.5,254,592,556,8.4,7,210,NA,7,10,6.7,310
Kelopuro,7011934,3686152,28/01/2003,38.5,254,592,556,11,8,420,NA,0.1,2.5,5.75,660
Hietapuro,7012761,3687222,01/05/2006,24.4,254,592,556,8.3,5,240,NA,3.3,46,5.91,140
Hietapuro,7012761,3687222,09/09/2008,24.9,254,592,556,8.4,5,190,NA,10.6,2.5,6.37,200
Kelopuro,7011934,3686152,01/05/2008,30.6,254,592,556,11,8,180,NA,2.1,2.5,4.76,80
Hietapuro,7012761,3687222,07/04/2010,29.3,254,592,556,9.2,4,270,NA,2.2,52,6.16,140
Pesosjarvi,7359179,3612303,18/05/1992,32.2,254,583,548,9.5,9,210,NA,4.4,5,6.6,160
Kelopuro,7011934,3686152,03/05/1993,27.9,254,583,548,9.3,8,210,NA,NA,NA,4.68,210
Pesosjarvi,7359179,3612303,19/04/1993,31.4,254,583,548,8.8,4,260,NA,0.1,76,6.6,110
Pesosjarvi,7358526,3613306,17/05/1993,28.5,254,583,548,8.2,5,200,NA,5,36,6.8,120
Pesosjarvi,7359179,3612303,29/05/1995,32,254,583,548,8.8,8,230,NA,7.9,8,6.8,58
Pesosjarvi,7359179,3612303,16/05/1995,31,254,583,548,8.8,5,240,NA,2.3,54,6.7,620
Pesosjarvi,7359179,3612303,14/08/1995,30.2,254,583,548,8.4,15,260,NA,14,2,7.4,130
Pesosjarvi,7359179,3612303,09/07/1996,32.2,254,583,548,9.8,6,230,NA,16.5,2,7.1,190
Pesosjarvi,7359179,3612303,22/04/1996,29,254,583,548,8.5,4,280,NA,NA,84,6.7,210
Kelopuro,7011934,3686152,01/09/1997,36,254,583,548,12,9,280,NA,14.2,10,5.95,154
Pesosjarvi,7359179,3612303,29/04/1997,26.6,254,583,548,8,3,220,NA,0.1,52,6.6,150
Hietapuro,7012761,3687222,21/07/1998,31.7,254,583,548,10,5,280,NA,18.8,2.5,5.91,187
Pesosjarvi,7359179,3612303,05/05/1998,27.7,254,583,548,7.8,4,320,NA,1.9,86,6.7,260
Pesosjarvi,7359179,3612303,02/08/1999,29.7,254,583,548,8.6,7,240,NA,16.5,2.5,7.1,190
Pieni.Hietajarvi,7012111,3686181,26/07/1999,42.3,254,583,548,11,13,180,NA,9.6,2.5,6.52,1060
Pesosjarvi,7359179,3612303,15/05/2001,28.9,254,583,548,7.7,12,250,NA,6.4,31,6.8,280
Pesosjarvi,7359179,3612303,27/05/2002,27.52,254,583,548,7,9,260,NA,13.2,6,7.2,190
Hietapuro,7012761,3687222,01/11/2004,25.4,254,583,548,8.1,5,190,NA,2.3,13,6.35,140
Hietapuro,7012761,3687222,09/04/1991,28.3,254,575,541,9.4,NA,369,NA,1.3,NA,5.78,143
Pesosjarvi,7359179,3612303,23/03/1992,31.2,254,575,541,8.9,4,230,NA,0.7,46,6.6,210
Pieni.Hietajarvi,7012111,3686181,02/07/1992,36.4,254,575,541,9.6,10,223,NA,16.3,NA,6.19,558
Hietapuro,7012761,3687222,03/05/1993,28.5,254,575,541,9.2,10,280,NA,2.4,NA,5.09,88
Pesosjarvi,7359179,3612303,26/04/1993,32.9,254,575,541,8.7,4,290,NA,0.4,100,6.4,430
Kelopuro,7011934,3686152,17/08/1994,27.5,254,575,541,9.3,8,270,NA,14.4,NA,5.93,166
Hietapuro,7012761,3687222,17/04/1995,30.1,254,575,541,9.4,5,330,NA,1.8,NA,5.7,121
Hietapuro,7012761,3687222,08/05/1995,18.2,254,575,541,5.4,1,250,NA,2.4,NA,5.23,66
Pesosjarvi,7359179,3612303,18/11/1996,29.6,254,575,541,7.8,5,220,NA,0,12,7.1,140
Pesosjarvi,7359179,3612303,15/04/1996,29,254,575,541,8.1,3,250,NA,NA,76,6.5,190
Pesosjarvi,7359179,3612303,19/03/1997,28.2,254,575,541,8.3,4,210,NA,0.1,38,6.7,150
Pesosjarvi,7359179,3612303,06/10/1997,27.2,254,575,541,7.5,5,210,NA,3.7,2,7.3,150
Pesosjarvi,7358526,3613306,12/05/1998,25.2,254,575,541,7.8,7,250,NA,1.2,48,6.8,260
Kelopuro,7011934,3686152,25/05/1999,19,254,575,541,12,9,210,NA,12.2,6,5.81,140
Pieni.Hietajarvi,7012111,3686181,26/07/1999,38,254,575,541,11,10,220,NA,19.4,2.5,6.57,541
Hietapuro,7012761,3687222,19/04/2000,29.3,254,575,541,10,5,310,NA,1.9,82,5.88,108
Hietapuro,7012761,3687222,23/04/2002,29.6,254,575,541,9.1,5,260,NA,3.1,70,6.15,130
Kelopuro,7011934,3686152,06/11/2002,36.4,254,575,541,11,6,260,NA,2.7,20,5.85,260
Pesosjarvi,7359179,3612303,04/03/2002,23.6,254,575,541,7.2,4,240,NA,3.3,38,6.9,51
Hietapuro,7012761,3687222,07/05/2003,32.4,254,575,541,10,8,230,NA,4.1,34,5.7,170
Hietapuro,7012761,3687222,12/10/2004,26.2,254,575,541,8.6,6,180,NA,5,8,6.25,150
Hietapuro,7012761,3687222,10/02/2005,28.1,254,575,541,8.7,5,210,NA,0.2,22,6.08,160
Hietapuro,7012761,3687222,01/06/2005,25.4,254,575,541,8.1,8,190,NA,11.4,2.5,6.29,200
Hietapuro,7012761,3687222,09/10/2007,26.3,254,575,541,8.5,4,240,NA,9.6,2.5,6.26,180
Hietapuro,7012761,3687222,15/02/2007,21.5,254,575,541,7.2,5,250,NA,0.1,34,6.25,130
Hietapuro,7012761,3687222,09/01/2008,25,254,575,541,8.1,4,260,NA,0.1,45,6.42,140
Hietapuro,7012761,3687222,06/02/2008,25,254,575,541,8,4,270,NA,0.4,29,6.39,160
Hietapuro,7012761,3687222,07/05/2009,24.9,254,575,541,7.5,6,230,NA,4.2,46,5.97,120
Hietapuro,7012761,3687222,08/10/2012,25.9,254,575,541,8.1,5,NA,190,8.7,2.5,6.38,150
Iso.Hietajarvi,7011912,3687071,21/08/2012,22.6,254,575,541,7.8,6,NA,190,16,2.5,6.74,170
Pesosjarvi,7359179,3612303,13/04/1992,29.5,254,567,533,8.3,3,230,NA,0.5,56,6.7,210
Pesosjarvi,7358526,3613306,04/05/1992,28.3,254,567,533,8.3,6,270,NA,0.7,72,6.9,190
Pesosjarvi,7359179,3612303,25/05/1992,22.1,254,567,533,9.2,7,190,NA,11.1,29,6.9,410
Hietapuro,7012761,3687222,03/08/1993,22.8,254,567,533,7.1,6,190,NA,20.7,NA,6.33,180
Pesosjarvi,7359179,3612303,03/05/1993,30.2,254,567,533,8.3,6,290,NA,1.7,120,6.8,370
Kelopuro,7011934,3686152,15/05/1995,32,254,567,533,9.9,5,180,NA,2.6,NA,4.83,118
Hietapuro,7012761,3687222,07/05/1996,30.2,254,567,533,10,9,270,NA,1.8,NA,5.44,NA
Pesosjarvi,7359179,3612303,05/11/1996,29.1,254,567,533,7.7,5,200,NA,0.5,8,7.2,160
Pesosjarvi,7359179,3612303,17/11/1997,27.7,254,567,533,8.1,4,180,NA,0.2,26,6,93
Hietapuro,7012761,3687222,06/11/2003,23.8,254,567,533,8.2,5,190,NA,2.1,15,6.35,100
Hietapuro,7012761,3687222,21/10/2004,25.1,254,567,533,8,5,190,NA,4,9,6.3,145
Pesosjarvi,7358526,3613306,27/07/2005,25.88,254,567,533,8.4,4,NA,220,18.6,2.5,7.2,180
Hietapuro,7012761,3687222,14/12/2006,24,254,567,533,8.1,5,220,NA,1.6,21,6.16,120
Hietapuro,7012761,3687222,22/11/2006,21,254,567,533,7.5,5,240,NA,0.6,15,6.34,130
Hietapuro,7012761,3687222,06/04/2006,20,254,567,533,7,5,220,NA,0.2,32,6.21,140
Hietapuro,7012761,3687222,23/04/2007,26.1,254,567,533,8.6,5,220,NA,5.2,42,6.07,110
Hietapuro,7012761,3687222,07/03/2007,22.1,254,567,533,7.7,4,250,NA,0.2,36,6.28,150
Hietapuro,7012761,3687222,18/11/2008,25.2,254,567,533,7.9,5,190,NA,1.1,11,6.35,130
Hietapuro,7012761,3687222,10/03/2008,25,254,567,533,8.3,4,250,NA,0.1,2.5,6.32,160
Pesosjarvi,7358526,3613306,19/10/1992,26.8,254,558,525,7.6,5,210,NA,1.5,17,7.3,110
Valkea-Kotinen,6794148,3396198,06/05/1992,28.6,254,558,525,8.8,12,510,NA,4,NA,4.9,170
Kelopuro,7011934,3686152,22/05/1995,32.9,254,558,525,10,8,190,NA,9.6,NA,4.76,81
Pesosjarvi,7359179,3612303,22/09/1997,27.1,254,558,525,7.7,4,210,NA,7.2,12,6.9,170
Pesosjarvi,7358526,3613306,25/05/1998,24.4,254,558,525,7,5,220,NA,2.5,26,6.8,85
Kelopuro,7011934,3686152,28/04/1999,30,254,558,525,11,11,200,NA,5,2.5,5.27,105
Pesosjarvi,7359179,3612303,16/08/1999,28.7,254,558,525,8.5,7,320,NA,13.1,2.5,7.2,190
Pesosjarvi,7358318,3612715,30/07/2003,16,254,558,525,5.8,1.5,NA,330,22.6,2.5,7.8,30
Hietapuro,7012761,3687222,08/12/2004,27.2,254,558,525,8.7,6,280,NA,0.1,23,6.35,160
Iso.Hietajarvi,7011912,3687071,09/11/2004,23.6,254,558,525,7.3,6,240,NA,2.5,19,6.5,150
Pesosjarvi,7359179,3612303,02/03/2004,23,254,558,525,7.5,5,NA,260,0.1,33,6.7,85
Hietapuro,7012761,3687222,19/05/2005,28.3,254,558,525,8.6,7,220,NA,7.4,31,6.12,265
Hietapuro,7012761,3687222,14/02/2006,22.6,254,558,525,7.5,5,220,NA,0.1,20,6.1,190
Hietapuro,7012761,3687222,15/04/2008,27.3,254,558,525,9.3,4,370,NA,1.2,130,6.12,150
Hietapuro,7012761,3687222,01/04/2008,26.9,254,558,525,9,4,230,NA,0.9,49,6.33,160
Kelopuro,7011934,3686152,14/04/2009,30.4,254,558,525,9.1,7,200,NA,1.8,2.5,5.78,530
Hietapuro,7012761,3687222,11/10/2011,25.7,254,558,525,8.5,4,200,NA,7.5,2.5,6.2,170
Hietapuro,7012761,3687222,26/10/2011,22.7,254,558,525,7.5,3,180,NA,4.7,2.5,6.33,140
Hietapuro,7012761,3687222,22/11/2012,26.2,254,558,525,8.3,5,NA,200,1.6,17,6.28,130
Iso.Hietajarvi,7011912,3687071,21/08/2012,22.7,254,558,525,7.8,6,NA,190,16.1,2.5,6.76,160
Iso.Hietajarvi,7011912,3687071,14/12/1992,14.4,254,550,517,4.82,6,182,NA,2.5,NA,6.62,56.1
Pesosjarvi,7358526,3613306,21/09/1992,27.4,254,550,517,8,4,200,NA,10,11,7.3,130
Pesosjarvi,7359179,3612303,31/05/1993,31.1,254,550,517,8.5,7,210,NA,7.9,5,7.1,250
Pesosjarvi,7358526,3613306,14/06/1993,23.3,254,550,517,6.9,6,170,NA,9.5,7,7.4,87
Pesosjarvi,7359179,3612303,19/09/1995,26.7,254,550,517,8.1,6,280,NA,8.3,2,7.3,11
Pesosjarvi,7358318,3612715,11/12/1995,18.3,254,550,517,5.9,4,320,NA,1.8,8,7.2,26
Pieni.Hietajarvi,7012111,3686181,10/07/1995,38.8,254,550,517,10,12,220,NA,16.4,NA,6.24,597
Pesosjarvi,7359179,3612303,06/05/1996,18.5,254,550,517,5.9,2,230,NA,NA,59,7,98
Hietapuro,7012761,3687222,22/09/1997,28.5,254,550,517,8.8,6,220,NA,8.5,5,6.15,162
Pesosjarvi,7359179,3612303,07/01/1997,30.6,254,550,517,7.4,3,210,NA,NA,15,6.9,NA
Pesosjarvi,7359179,3612303,10/02/1997,30,254,550,517,8.5,3,220,NA,0,24,6.8,120
Pesosjarvi,7358318,3612715,09/06/1997,23,254,550,517,7.2,4,220,NA,8,31,7,88
Pesosjarvi,7358526,3613306,22/05/2000,21.9,254,550,517,7,22,220,NA,8,19,7,440
Pesosjarvi,7358318,3612715,03/07/2000,20.8,254,550,517,6.7,4,200,NA,16.8,2.5,7.6,47
Kelopuro,7011934,3686152,06/09/2001,33.2,254,550,517,10,8,250,NA,12.9,13,6.1,140
Hietapuro,7012761,3687222,15/04/2002,25,254,550,517,7.7,4,270,NA,0.6,74,6.25,120
Hietapuro,7012761,3687222,13/12/2007,24.7,254,550,517,7.8,4,240,NA,0.3,32,6.3,130
Hietapuro,7012761,3687222,06/11/2008,24,254,550,517,7.8,5,200,NA,2.2,6,6.57,140
Hietapuro,7012761,3687222,11/12/2008,23.9,254,550,517,9,4,210,NA,0.3,19,6.35,130
Hietapuro,7012761,3687222,14/05/2012,25.1,254,550,517,7.4,6,NA,200,7,21,6.08,190
Iso.Hietajarvi,7011912,3687071,08/10/2012,22.8,254,550,517,6.9,7,NA,200,9,2.5,6.82,170
Iso.Hietajarvi,7011912,3687071,08/10/2012,22.6,254,550,517,6.7,6,NA,200,9,2.5,6.82,170
Pesosjarvi,7359179,3612303,01/06/1992,31.1,254,542,509,8.9,6,200,NA,16.2,3,7.2,270
Pesosjarvi,7359179,3612303,19/09/1994,25.8,254,542,509,7.8,7,220,NA,6,3,6.9,1.2
Pesosjarvi,7359179,3612303,24/10/1994,25.4,254,542,509,7.7,6,200,NA,0.7,4,6.9,110
Pesosjarvi,7358526,3613306,11/12/1995,20.2,254,542,509,6.3,4,190,NA,0.5,13,7.3,68
Pieni.Hietajarvi,7012111,3686181,14/08/1995,38,254,542,509,10,15,260,NA,13.8,NA,6.4,760
Pesosjarvi,7358318,3612715,11/08/1998,21.6,254,542,509,6.7,7,190,NA,15.2,2.5,7.1,60
Pesosjarvi,7358318,3612715,15/03/1999,24.4,254,542,509,6.9,3,210,NA,1,10,7.1,39
Kelopuro,7011934,3686152,27/03/2001,32.9,254,542,509,9.7,7,260,NA,0.2,2.5,5.6,510
Kelopuro,7011934,3686152,01/04/2001,32.6,254,542,509,8.9,6,260,NA,0.9,2.5,5.65,490
Pesosjarvi,7359179,3612303,17/07/2002,23.9,254,542,509,7.7,11,NA,250,18.1,1,7.4,110
Hietapuro,7012761,3687222,20/01/2005,27.6,254,542,509,7.7,6,190,NA,0.2,21,6.35,160
Hietapuro,7012761,3687222,25/05/2005,26.7,254,542,509,8.4,8,240,NA,14.8,12,6.21,230
Hietapuro,7012761,3687222,01/12/2005,22.8,254,542,509,7.4,5,210,NA,0.3,16,6.3,170
Pesosjarvi,7358318,3612715,15/09/2005,19.03,254,542,509,6,5,NA,210,10,2.5,7.4,51
Iso.Hietajarvi,7011912,3687071,15/02/2007,18.7,254,542,509,6.3,5,240,NA,1.8,41,6.32,140
Hietapuro,7012761,3687222,01/03/2009,25.7,254,542,509,8.4,4,220,NA,0.2,23,6.28,130
Hietapuro,7012761,3687222,07/04/2009,25.1,254,542,509,8,6,230,NA,0.1,34,6.23,140
Hietapuro,7012761,3687222,20/10/2009,22.6,254,542,509,7.2,4,180,NA,2.5,2.5,6.46,180
Kelopuro,7011934,3686152,07/04/2009,30,254,542,509,9.1,7,210,NA,0.2,2.5,5.83,470
Kelopuro,7011934,3686152,25/01/2010,30.4,254,542,509,10,8,220,NA,0.1,2.5,5.99,430
Hietapuro,7012761,3687222,08/02/2012,21.6,254,542,509,7.2,4,NA,220,0.2,15,6.23,120
Pesosjarvi,7359179,3612303,04/05/1992,29.9,254,533,501,8.6,4,290,NA,0.8,100,6.6,250
Pesosjarvi,7359179,3612303,14/06/1993,29.9,254,533,501,8.3,5,260,NA,9.1,1,7.3,200
Pesosjarvi,7358318,3612715,08/03/1993,24.6,254,533,501,7.3,3,210,NA,0.2,30,7.1,44
Pesosjarvi,7358526,3613306,08/03/1993,24.6,254,533,501,6.9,4,220,NA,0.1,39,7.2,100
Pesosjarvi,7359179,3612303,13/12/1993,22,254,533,501,6.3,3,180,NA,0.5,7,7.3,71
Hietapuro,7012761,3687222,24/04/1995,28.8,254,533,501,9,6,310,NA,1.2,NA,5.63,102
Pesosjarvi,7359179,3612303,16/10/1995,27.5,254,533,501,8.7,5,210,NA,3.1,3,7.1,98
Pesosjarvi,7358318,3612715,04/09/1995,16.4,254,533,501,5.2,4,170,NA,13,1,7.6,29
Pesosjarvi,7359179,3612303,10/12/1996,30.4,254,533,501,8.7,3,190,NA,0,9,7,140
Pesosjarvi,7358526,3613306,09/06/1997,23.5,254,533,501,7.3,4,180,NA,13,20,7.1,92
Pesosjarvi,7358318,3612715,07/07/1998,22.2,254,533,501,6.5,3,210,NA,18.8,4,7.5,43
Pesosjarvi,7358526,3613306,11/08/1998,22.1,254,533,501,6.3,4,180,NA,NA,2.5,7.4,79
Kelopuro,7011934,3686152,07/09/1999,32.7,254,533,501,10,8,230,NA,13.2,9,5.92,155
Pesosjarvi,7358526,3613306,08/06/1999,25.5,254,533,501,7.3,4,190,NA,8.9,19,6.9,150
Pesosjarvi,7359179,3612303,25/09/2001,22.8,254,533,501,6.8,9,240,NA,7.3,2.5,7.4,86
Kelopuro,7011934,3686152,18/09/2002,33.5,254,533,501,11,7,270,NA,11,14,5.95,170
Hietapuro,7012761,3687222,08/03/2005,25.8,254,533,501,8.3,5,200,NA,0.2,28,6.08,150
Pesosjarvi,7358526,3613306,15/09/2005,19.62,254,533,501,6.4,4,NA,210,9,2.5,7.4,48
Hietapuro,7012761,3687222,08/11/2006,19.1,254,533,501,7,5,210,NA,0.2,12,6.29,130
Hietapuro,7012761,3687222,01/05/2008,29.5,254,533,501,9.3,5,260,NA,4,79,5.67,120
Iso.Hietajarvi,7011912,3687071,09/01/2008,22.4,254,533,501,7.4,5,230,NA,1,23,6.67,140
Hietapuro,7012761,3687222,20/04/2009,24,254,533,501,8.9,5,220,NA,0.4,39,6.33,140
Kelopuro,7011934,3686152,20/04/2009,30.2,254,533,501,9.7,7,200,NA,1.4,2.5,5.91,500
Hietapuro,7012761,3687222,21/06/2010,23,254,533,501,7.3,4,170,NA,14.3,2.5,6.24,190
Kelopuro,7011934,3686152,15/02/2010,30.9,254,533,501,9.8,8,260,NA,0.6,2.5,6.2,570
Kelopuro,7011934,3686152,09/03/2010,27.3,254,533,501,8.3,6,250,NA,1.2,2.5,6.05,600
Hietapuro,7012761,3687222,10/12/2012,28.5,254,533,501,8.7,5,NA,230,0.2,18,6.39,NA
Hietapuro,7012761,3687222,08/11/2012,26.3,254,533,501,8.3,5,NA,180,0.9,9,6.39,140
Kelopuro,7011934,3686152,11/05/1992,27.1,254,525,494,9.5,8,173,NA,3.2,NA,4.68,61
Pesosjarvi,7358526,3613306,02/11/1992,26.8,254,525,494,8,7,210,NA,0.1,15,7.4,110
Pesosjarvi,7358526,3613306,05/10/1992,24.6,254,525,494,7.1,1,200,NA,6.7,17,7.5,100
Pesosjarvi,7358318,3612715,24/08/1992,21.8,254,525,494,6.9,5,210,NA,11.5,4,7.4,61
Pesosjarvi,7358526,3613306,19/04/1993,23.9,254,525,494,7.3,4,240,NA,0,55,7.1,100
Pesosjarvi,7358526,3613306,13/05/1996,24,254,525,494,7.4,5,280,NA,1.6,74,6.9,150
Pesosjarvi,7358526,3613306,05/11/1997,29.3,254,525,494,6.4,4,210,NA,0.1,11,7.2,89
Pesosjarvi,7359179,3612303,07/01/1998,26.9,254,525,494,8.2,3,200,NA,0.4,7,6.8,98
Pesosjarvi,7358318,3612715,08/06/1998,23.7,254,525,494,6.9,5,200,NA,8.6,11,7.3,85
Pesosjarvi,7358526,3613306,28/04/1998,22.8,254,525,494,7.3,6,260,NA,0.5,66,7,190
Kelopuro,7011934,3686152,20/04/1999,14.5,254,525,494,11,9,180,NA,2.2,9,5.57,87
Pesosjarvi,7358526,3613306,15/06/1999,24.1,254,525,494,7.2,4,190,NA,17.2,2.5,7,100
Kelopuro,7011934,3686152,10/12/2002,33.7,254,525,494,9.9,8,300,NA,1.2,13,5.8,520
Pesosjarvi,7359179,3612303,30/09/2003,23.4,254,525,494,7.1,8,NA,290,6.2,2.5,7.2,110
Iso.Hietajarvi,7011912,3687071,08/12/2004,25.5,254,525,494,7.8,6,210,NA,1,23,6.55,150
Iso.Hietajarvi,7011912,3687071,11/12/2008,20.6,254,525,494,6.5,5,210,NA,1.8,19,6.63,110
Iso.Hietajarvi,7011912,3687071,16/03/2009,21.8,254,525,494,7,4,200,NA,1.7,29,6.44,85
Hietapuro,7012761,3687222,05/04/2011,22.3,254,525,494,7.4,5,590,NA,1.1,270,5.53,110
Hietapuro,7012761,3687222,16/09/1991,23.1,254,517,486,7.8,5,194,NA,11.2,NA,6.17,193
Pesosjarvi,7358526,3613306,10/05/1993,28.1,254,517,486,7.8,8,220,NA,3.3,39,6.6,210
